episode,opsdemo_reward,response_policy_accuracy,baseline_reward
0,89.0,1.0,97.0
1,99.0,1.0,87.0
2,90.0,1.0,96.0
3,94.0,1.0,93.0
4,86.0,1.0,91.0
5,96.0,1.0,92.0
6,91.0,1.0,88.0
7,93.0,1.0,93.0
8,96.0,1.0,93.0
9,90.0,1.0,93.0
10,90.0,1.0,89.0
11,89.0,1.0,93.0
12,96.0,0.75,98.0
13,93.0,0.0,81.0
14,87.0,0.2,93.0
15,95.0,1.0,90.0
16,85.0,1.0,94.0
17,93.0,1.0,99.0
18,95.0,1.0,87.0
19,97.0,1.0,91.0
20,89.0,1.0,97.0
21,96.0,1.0,92.0
22,90.0,1.0,92.0
23,88.0,1.0,85.0
24,74.0,0.6666666666666666,94.0
25,90.0,1.0,85.0
26,92.0,1.0,86.0
27,95.0,1.0,95.0
28,94.0,1.0,94.0
29,93.0,1.0,93.0
30,90.0,1.0,88.0
31,94.0,1.0,85.0
32,90.0,1.0,89.0
33,86.0,1.0,92.0
34,89.0,1.0,97.0
35,71.0,0.34782608695652173,93.0
36,91.0,1.0,89.0
37,92.0,1.0,94.0
38,92.0,1.0,90.0
39,90.0,1.0,92.0
40,93.0,1.0,93.0
41,87.0,1.0,90.0
42,89.0,1.0,92.0
43,91.0,1.0,97.0
44,73.0,0.45,91.0
45,89.0,1.0,92.0
46,92.0,1.0,92.0
47,88.0,1.0,80.0
48,96.0,1.0,89.0
49,93.0,1.0,87.0
50,99.0,1.0,90.0
51,91.0,1.0,95.0
52,92.0,1.0,95.0
53,88.0,1.0,87.0
54,92.0,1.0,92.0
55,82.0,0.5555555555555556,91.0
56,95.0,1.0,74.0
57,88.0,1.0,90.0
58,94.0,1.0,93.0
59,89.0,1.0,96.0
60,96.0,1.0,92.0
61,88.0,1.0,94.0
62,86.0,1.0,88.0
63,92.0,1.0,91.0
64,70.0,0.68,95.0
65,90.0,1.0,88.0
66,92.0,1.0,92.0
67,97.0,1.0,90.0
68,95.0,1.0,85.0
69,91.0,1.0,87.0
70,84.0,1.0,94.0
71,91.0,1.0,91.0
72,92.0,1.0,94.0
73,94.0,1.0,81.0
74,88.0,1.0,94.0
75,81.0,0.38461538461538464,90.0
76,91.0,1.0,80.0
77,93.0,1.0,93.0
78,97.0,1.0,98.0
79,90.0,1.0,93.0
80,92.0,1.0,89.0
81,96.0,1.0,87.0
82,95.0,1.0,90.0
83,88.0,1.0,87.0
84,85.0,1.0,88.0
85,85.0,1.0,91.0
86,83.0,0.47058823529411764,97.0
87,90.0,1.0,85.0
88,97.0,1.0,91.0
89,96.0,1.0,81.0
90,92.0,1.0,93.0
91,92.0,1.0,94.0
92,90.0,1.0,88.0
93,87.0,1.0,91.0
94,88.0,1.0,96.0
95,94.0,1.0,95.0
96,70.0,0.7307692307692307,86.0
97,92.0,1.0,92.0
98,92.0,1.0,85.0
99,94.0,1.0,90.0
100,91.0,1.0,97.0
101,96.0,1.0,92.0
102,94.0,1.0,97.0
103,95.0,1.0,86.0
104,98.0,1.0,93.0
105,95.0,1.0,90.0
106,90.0,1.0,95.0
107,94.0,1.0,93.0
108,86.0,1.0,94.0
109,89.0,0.2727272727272727,96.0
110,94.0,0.0,94.0
111,90.0,0.5,92.0
112,91.0,1.0,90.0
113,92.0,1.0,85.0
114,92.0,1.0,86.0
115,90.0,1.0,99.0
116,93.0,1.0,95.0
117,96.0,1.0,89.0
118,92.0,1.0,93.0
119,96.0,1.0,87.0
120,89.0,1.0,85.0
121,75.0,0.6666666666666666,94.0
122,93.0,1.0,94.0
123,95.0,1.0,91.0
124,89.0,1.0,93.0
125,91.0,1.0,97.0
126,87.0,1.0,99.0
127,97.0,1.0,94.0
128,91.0,1.0,93.0
129,96.0,1.0,91.0
130,89.0,1.0,94.0
131,94.0,1.0,89.0
132,99.0,1.0,95.0
133,73.0,0.7307692307692307,89.0
134,97.0,1.0,93.0
135,96.0,1.0,90.0
136,92.0,1.0,93.0
137,92.0,1.0,93.0
138,94.0,1.0,91.0
139,93.0,1.0,94.0
140,93.0,1.0,88.0
141,91.0,1.0,96.0
142,89.0,1.0,92.0
143,85.0,1.0,84.0
144,78.0,0.6470588235294118,87.0
145,93.0,1.0,90.0
146,96.0,1.0,95.0
147,80.0,1.0,97.0
148,96.0,1.0,95.0
149,92.0,1.0,94.0
150,91.0,1.0,93.0
151,99.0,1.0,87.0
152,85.0,1.0,96.0
153,96.0,1.0,93.0
154,93.0,1.0,97.0
155,93.0,1.0,86.0
